atom_id,atom_kind,bucket,source_ref,Core1_disposition,Core1_locator,Core1_reason,Core2_disposition,Core2_locator,Core2_reason,Core1A_disposition,Core1A_locator,Core1A_reason,Core1B_disposition,Core1B_locator,Core1B_reason,Core2A_disposition,Core2A_locator,Core2A_reason,Core2B_disposition,Core2B_locator,Core2B_reason,required_core_count,realized_core_count
RES-001,research_support,B03,WEB-AUTHORITY,FULL_TEACHING,Core1.md#b03-coordinates-components-and-reconstructing-a-vector-visually,concise teaching,REFERENCE,Core2.md#help-map,canonical help reference,FULL_TEACHING,Core1A.md#b03-coordinates-components-and-reconstructing-a-vector-visually,declarative teaching,REFERENCE,Core1B.md#b03-coordinates-components-and-reconstructing-a-vector-visually,reconstruction/reference,APPLICATION,Core2A.md#2a-q02,generated application,TRANSFER,Core2B.md#2b-q02,generated transfer,6,6
RES-002,research_support,B06,WEB-AUTHORITY,FULL_TEACHING,Core1.md#b06-relative-velocity-in-two-dimensions-and-observer-reversal,concise teaching,REFERENCE,Core2.md#help-map,canonical help reference,FULL_TEACHING,Core1A.md#b06-relative-velocity-in-two-dimensions-and-observer-reversal,declarative teaching,REFERENCE,Core1B.md#b06-relative-velocity-in-two-dimensions-and-observer-reversal,reconstruction/reference,APPLICATION,Core2A.md#2a-q06,generated application,TRANSFER,Core2B.md#2b-q06,generated transfer,6,6
RES-003,research_support,B04,WEB-AUTHORITY,FULL_TEACHING,Core1.md#b04-constant-motion-in-two-coordinates-tables-and-graphs,concise teaching,REFERENCE,Core2.md#help-map,canonical help reference,FULL_TEACHING,Core1A.md#b04-constant-motion-in-two-coordinates-tables-and-graphs,declarative teaching,REFERENCE,Core1B.md#b04-constant-motion-in-two-coordinates-tables-and-graphs,reconstruction/reference,APPLICATION,Core2A.md#2a-q05,generated application,TRANSFER,Core2B.md#2b-q05,generated transfer,6,6
RES-004,research_support,B05,WEB-AUTHORITY,FULL_TEACHING,Core1.md#b05-one-dimensional-relative-motion-units-and-signs,concise teaching,REFERENCE,Core2.md#help-map,canonical help reference,FULL_TEACHING,Core1A.md#b05-one-dimensional-relative-motion-units-and-signs,declarative teaching,REFERENCE,Core1B.md#b05-one-dimensional-relative-motion-units-and-signs,reconstruction/reference,APPLICATION,Core2A.md#2a-q04,generated application,TRANSFER,Core2B.md#2b-q04,generated transfer,6,6
SRC-Q01-FULL,source_question_full,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q01-D01,source_datum_or_condition,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q01-D02,source_datum_or_condition,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q01-D03,source_datum_or_condition,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q01-SP01,source_subpart,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q01-SP02,source_subpart,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q01-SP03,source_subpart,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q01-SP04,source_subpart,B02,Q01,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q01,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-FULL,source_question_full,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-D01,source_datum_or_condition,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-D02,source_datum_or_condition,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-D03,source_datum_or_condition,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-D04,source_datum_or_condition,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-D05,source_datum_or_condition,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-SP01,source_subpart,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-SP02,source_subpart,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-SP03,source_subpart,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q02-SP04,source_subpart,B04,Q02,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q02,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q03-FULL,source_question_full,B03,Q03,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q03,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q03-D01,source_datum_or_condition,B03,Q03,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q03,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q03-D02,source_datum_or_condition,B03,Q03,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q03,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q03-D03,source_datum_or_condition,B03,Q03,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q03,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q03-SP01,source_subpart,B03,Q03,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q03,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q03-SP02,source_subpart,B03,Q03,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q03,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q03-SP03,source_subpart,B03,Q03,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q03,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-FULL,source_question_full,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-D01,source_datum_or_condition,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-D02,source_datum_or_condition,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-D03,source_datum_or_condition,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-D04,source_datum_or_condition,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-D05,source_datum_or_condition,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-SP01,source_subpart,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-SP02,source_subpart,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q04-SP03,source_subpart,B05,Q04,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q04,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-FULL,source_question_full,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-D01,source_datum_or_condition,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-D02,source_datum_or_condition,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-D03,source_datum_or_condition,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-D04,source_datum_or_condition,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-D05,source_datum_or_condition,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-SP01,source_subpart,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q05-SP02,source_subpart,B05,Q05,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q05,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-FULL,source_question_full,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-D01,source_datum_or_condition,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-D02,source_datum_or_condition,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-D03,source_datum_or_condition,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-D04,source_datum_or_condition,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-D05,source_datum_or_condition,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-SP01,source_subpart,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-SP02,source_subpart,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q06-SP03,source_subpart,B06,Q06,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q06,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q07-FULL,source_question_full,B07,Q07,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q07,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q07-D01,source_datum_or_condition,B07,Q07,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q07,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q07-D02,source_datum_or_condition,B07,Q07,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q07,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q07-D03,source_datum_or_condition,B07,Q07,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q07,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q07-D04,source_datum_or_condition,B07,Q07,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q07,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q07-D05,source_datum_or_condition,B07,Q07,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q07,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
SRC-Q07-SP01,source_subpart,B07,Q07,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,APPLICATION,Core2.md#q07,frozen source realized,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,NOT_REQUIRED_WITH_REASON,,source stem belongs to Core2 only,1,1
